origin,dest,count,average_delay
CID,ORD,1391,46.57755102
MLI,DFW,646,33.03952569
MLI,ORD,716,36.76229508
GSP,DFW,410,31.95652174
GSP,DCA,3,9
RDU,JFK,770,44.48039216
RDU,LGA,1444,49.35465925
RDU,ORD,17,69.14285714
RDU,DCA,27,58.1875
CVG,MIA,497,37.61682243
CVG,DFW,1412,36.2965642
CVG,ORD,1686,46.48333333
CVG,JFK,248,35.89247312
CVG,DCA,26,38.76190476
MHK,DFW,708,35.32340426
MHK,ORD,501,43.44025157
MOB,DFW,675,31.83573487
TLH,DFW,282,30.98275862
TLH,MIA,407,37.11711712
PNS,MIA,479,30.50746269
PNS,DFW,603,33.2295082
PNS,DCA,8,9
BHM,MIA,444,41.23602484
BHM,DFW,279,50.77027027
CAE,DFW,162,43.90243902
TXK,DFW,467,30.04166667
CMH,MIA,501,44.75862069
CMH,LGA,1114,47.34099617
CMH,ORD,1625,56.35135135
CMH,JFK,492,59.60655738
CMH,DFW,1,0
CMH,DCA,1,0
LRD,DFW,794,37.14716981
FSM,DFW,457,33.41968912
AEX,DFW,684,47.37096774
SPS,DFW,746,35.44565217
ACT,DFW,514,35.48128342
SJT,DFW,1122,40.21932115
JAN,DFW,1006,34.77437859
RIC,MIA,5,24
RIC,ORD,827,49.21262458
RIC,LGA,276,48
DTW,LGA,1017,48.96238938
DTW,ORD,897,55.85393258
ORF,MIA,224,49.83561644
ORF,JFK,109,41
ORF,LGA,300,42.69461078
FAR,DFW,280,35.35164835
FAR,ORD,733,47.81102362
DCA,JFK,495,48.97368421
DCA,HSV,23,20.6
DCA,CVG,25,32.04761905
DCA,RDU,28,40.23529412
DCA,SYR,31,46.16
DCA,PNS,9,72.16666667
DCA,GSP,3,36
DCA,SDF,2,44
DCA,BNA,16,38.14285714
DCA,IND,4,29.5
DCA,HPN,3,16
DCA,PIT,1,0
DCA,PHL,1,1
MSN,DFW,806,38.9876161
MSN,ORD,1118,39.93351064
SAV,DFW,569,37.60330579
GRI,DFW,494,45.09774436
LEX,DFW,396,45.08176101
LEX,ORD,661,51.40340909
VPS,DFW,473,39.33789954
GPT,DFW,413,40.01398601
MGM,DFW,656,32.31034483
SPI,DFW,234,41.58947368
PIA,DFW,625,33.68859649
PIA,ORD,864,43.16842105
ROW,DFW,763,39.91304348
FWA,DFW,509,46.26751592
FWA,ORD,970,39.94486216
GSO,MIA,144,56.72093023
GSO,DFW,462,40.33
GSO,LGA,555,42.72932331
CMI,DFW,261,29.02941176
CMI,ORD,1332,50.74940898
COU,DFW,506,45.265625
COU,ORD,500,56.77674419
SAF,DFW,596,39.40816327
GRR,DFW,707,44.09032258
GRR,ORD,1507,40.60173913
SUX,ORD,484,49.75625
LFT,DFW,935,35.95480226
ELP,ORD,429,54.44155844
HSV,ORD,377,51.38405797
HSV,DFW,173,30.43589744
HSV,DCA,23,13.64285714
ABQ,ORD,353,51.5390625
GRK,DFW,1215,33.51932367
GJT,DFW,645,46.97948718
HPN,ORD,739,56.95614035
HPN,DCA,3,11
BMI,DFW,507,43.79444444
BMI,ORD,716,43.16113744
ALO,ORD,475,41.10958904
LCH,DFW,476,38.08095238
LIT,ORD,1019,48.41059603
LIT,DFW,775,41.15048544
LIT,LGA,67,57.76595745
BIS,DFW,258,39.88505747
BIS,ORD,263,54.55696203
DBQ,ORD,711,44.11940299
GCK,DFW,497,39.47802198
GNV,MIA,459,37.62666667
MEM,ORD,844,50.00943396
MEM,MIA,146,54.09302326
MEM,DFW,93,31.40540541
OKC,ORD,999,55.16363636
OKC,DFW,601,41.03529412
GRB,ORD,1000,37.19186047
BTR,DFW,444,40.2
TYS,ORD,527,46.28571429
TYS,DFW,251,31.36296296
TYS,LGA,61,57.97826087
STL,LGA,631,45.3404908
STL,ORD,478,40.33846154
BNA,LGA,1137,42.84842884
BNA,ORD,1757,55.29385307
BNA,JFK,250,41.4950495
BNA,DCA,16,56.66666667
BNA,MIA,43,34.52380952
MQT,ORD,228,43.8115942
JFK,RDU,777,39.77876106
JFK,DCA,501,44.15686275
JFK,CLE,251,47.7125
JFK,CVG,246,56.40217391
JFK,CMH,481,53.50828729
JFK,IND,139,49.67924528
JFK,ORF,109,36.12962963
JFK,BWI,245,44.85858586
JFK,BNA,246,54.5257732
DSM,ORD,1471,47.97053407
DSM,DFW,232,48.00909091
TVC,ORD,880,43.03773585
DAY,ORD,981,40.24819277
DAY,LGA,362,38.68456376
DAY,DFW,1,15
ROC,ORD,735,43.80656934
CWA,ORD,562,39.32195122
SHV,DFW,225,32.30534351
TOL,ORD,737,42.58730159
EVV,ORD,958,44.82535211
EVV,DFW,288,35.98148148
LAX,ASE,138,36.06849315
TUL,DFW,525,39.32240437
TUL,ORD,759,52.62
LAW,DFW,543,42.49382716
MIA,EYW,418,30.39516129
MIA,PNS,480,34.04545455
MIA,CMH,507,31.98522167
MIA,ORF,227,21.90909091
MIA,CHS,248,35.66666667
MIA,CVG,499,27.96629213
MIA,TLH,403,27.30894309
MIA,BHM,445,29.35263158
MIA,MEM,148,27
MIA,GSO,146,23.87301587
MIA,RIC,5,21
MIA,GNV,464,37.51336898
MIA,ATL,16,20.45454545
MIA,CLE,226,41.74226804
MIA,JAX,206,29.25641026
MIA,BNA,44,49.72727273
ORD,TYS,529,38.25837321
ORD,TVC,887,39.26739927
ORD,SYR,831,43.23624595
ORD,MSP,133,52.74489796
ORD,DBQ,711,38.55882353
ORD,FAR,737,41.21299639
ORD,OMA,588,35.91414141
ORD,ATL,175,45.04225352
ORD,DTW,906,45.42203742
ORD,BDL,297,38.24561404
ORD,CLE,945,39.35294118
ORD,IND,1365,34.6855792
ORD,BUF,705,39.58974359
ORD,GRB,1001,40.18936877
ORD,ELP,433,39.6056338
ORD,FSD,598,39.7370892
ORD,BNA,1777,44.97379913
ORD,ABQ,354,37.59310345
ORD,CMI,1337,45.24390244
ORD,DSM,1485,39.67291312
ORD,BMI,719,36.27488152
ORD,OKC,1005,42.84855769
ORD,COU,506,49.22553191
ORD,BIS,266,33.38541667
ORD,SDF,372,28.30252101
ORD,MHK,502,47.0960452
ORD,CHA,307,35.34090909
ORD,TOL,742,38.09389671
ORD,FNT,745,44.55357143
ORD,CVG,1702,39.15955766
ORD,CMH,1637,43.77639752
ORD,BWI,536,38.40243902
ORD,CID,1389,36.49905123
ORD,RST,1027,37.46376812
ORD,TUL,762,38.25868726
ORD,MSN,1120,34.31443299
ORD,FWA,974,35.55479452
ORD,LIT,1025,36.0311804
ORD,AZO,990,37.6557377
ORD,ROC,741,36.0776699
ORD,PIT,395,37.19402985
ORD,LSE,923,41.76430976
ORD,MEM,847,41.21068249
ORD,GRR,1518,35.11111111
ORD,DAY,985,35.05625
ORD,RIC,837,34.0647482
ORD,EVV,963,38.88401254
ORD,ALO,478,42.43406593
ORD,CWA,563,37.48636364
ORD,MDT,638,40.44061303
ORD,STL,481,30.6123348
ORD,MLI,719,34.40092166
ORD,SUX,486,43.36904762
ORD,XNA,1459,43.2503864
ORD,HPN,740,41.04390244
ORD,LEX,662,37.94923858
ORD,SGF,1000,47.77631579
ORD,PIA,865,36.72614108
ORD,MQT,230,58.51456311
ORD,HSV,382,44.91911765
ORD,JAX,66,51.72222222
ORD,RDU,17,29.625
ORD,SAT,67,38
ORD,EWR,163,31.67692308
ORD,RAP,72,20.16666667
ORD,MSY,29,27.5
LBB,DFW,326,41.05142857
FNT,ORD,741,36.07112971
LGA,DTW,1029,37.2346723
LGA,RDU,1461,38.6545961
LGA,CMH,1114,40.54577465
LGA,TYS,61,48.38636364
LGA,BNA,1148,44.40659341
LGA,STL,645,43.6163142
LGA,CHO,216,37.62352941
LGA,SDF,202,48.18181818
LGA,GSO,560,44.77777778
LGA,DAY,362,42.64864865
LGA,XNA,433,44.95811518
LGA,ORF,308,32.12121212
LGA,LIT,68,70.87878788
LGA,ATL,979,36.14084507
LGA,CLE,151,47.03333333
LGA,RIC,279,52.13157895
LGA,PHL,8,77
LGA,PIT,4,10
LSE,ORD,918,49.78776978
EYW,MIA,419,33.5037594
MKE,DFW,9,40.375
TYR,DFW,521,40.54275093
MLU,DFW,43,35.23076923
AZO,ORD,989,37.49152542
SYR,ORD,817,52.13307985
SYR,DCA,31,75
GUC,DFW,8,85.33333333
MSP,ORD,130,49.0625
OMA,ORD,583,45.70792079
OMA,DFW,19,9.6
FSD,DFW,165,40.1686747
FSD,ORD,593,44.22175732
DRO,DFW,641,40.78740157
ASE,DFW,226,58.42028986
ASE,LAX,151,40.97101449
IND,JFK,140,52.44444444
IND,ORD,1358,43.76008493
IND,DCA,4,29
CHA,DFW,273,30.71681416
CHA,ORD,307,44.49635036
CRP,DFW,597,28.54736842
CLE,JFK,252,47.04716981
CLE,ORD,931,51.53263708
CLE,MIA,221,26.1010101
CLE,LGA,149,35.8028169
CLE,DFW,1,0
RST,ORD,1022,49.37299035
BUF,ORD,692,43.88461538
ATL,ORD,173,63.4375
ATL,LGA,966,44.37166324
ATL,MIA,16,31.2
SDF,ORD,370,38.60927152
SDF,LGA,200,67.14102564
SDF,DCA,2,39
BDL,ORD,293,44.63392857
RAP,DFW,321,26.69444444
RAP,ORD,74,14.4
CHO,LGA,211,42.28205128
BWI,JFK,251,44.59259259
BWI,ORD,516,71.11061947
PIT,ORD,393,45.69753086
PIT,LGA,5,4.333333333
MDT,ORD,629,61.24338624
BPT,DFW,416,47.50746269
GGG,DFW,353,29.41221374
JAX,ORD,65,55.88235294
JAX,MIA,209,34.17204301
BRO,DFW,92,49.41304348
ICT,DFW,359,40.28729282
SAT,ORD,66,42.90909091
EWR,ORD,161,52.60784314
MTJ,DFW,62,33.2
MSY,ORD,29,33.375
PHL,LGA,7,31.4
PHL,DCA,2,0
PHL,MCO,531,55.54794521
PHL,TPA,268,49.31481481
PHL,MIA,254,42.65625
PHL,CLT,201,21.38888889
PHL,ORD,200,60.45
PHL,ATL,193,70.52747253
PHL,MSP,154,37.36585366
PHL,IAH,152,41.92307692
MSN,DEN,163,54.53333333
MSN,MCO,16,97.66666667
MKE,DEN,382,46.24806202
MKE,TTN,2,14
MKE,MCO,42,25.48148148
MKE,RSW,40,20.96296296
MSP,DEN,738,38.66288952
MSP,IAD,92,36.0877193
MSP,TTN,151,46.57407407
MSP,PHL,154,30
MSP,ATL,153,44.20192308
MSO,DEN,63,50.33333333
ORD,MIA,271,38.34482759
ORD,PHX,258,45.78813559
ORD,ATL,260,53.96385542
ORD,IAD,210,44.66923077
ORD,DEN,589,53.6
ORD,TPA,107,43.58666667
ORD,SLC,240,49.45454545
ORD,MCO,298,41.34722222
ORD,LAS,332,53.97285068
ORD,CLE,1,0
ORD,RSW,25,66.3
ORD,PHL,200,82.59322034
ORD,AUS,164,43.1
ORD,LAX,169,40.94059406
ORD,TTN,161,19.51764706
ORD,RDU,154,55.19354839
ORD,SFO,154,37.51041667
CLE,FLL,137,79.05882353
CLE,MCO,520,41.58661417
CLE,RSW,287,44.22137405
CLE,RDU,133,29.30612245
CLE,DFW,18,70.90909091
CLE,DEN,299,92.07317073
CLE,PHX,92,54.96
CLE,TPA,270,84.42708333
CLE,ATL,256,33.6952381
CLE,LAS,387,48.76373626
CLE,ORD,1,8
CLE,SEA,151,33.54166667
IAH,SFO,273,51.4556962
IAH,DEN,506,45.27868852
IAH,PHX,256,51.13333333
IAH,PHL,153,57.7704918
SEA,DEN,516,30.37671233
SEA,CLE,150,16.30769231
SFO,IAH,272,39.19871795
SFO,DEN,788,40.19197708
SFO,PHX,258,29.79285714
SFO,ORD,153,30.84782609
TTN,ATL,260,50.25547445
TTN,RDU,217,56.69014085
TTN,CVG,3,75.66666667
TTN,FLL,192,64.77419355
TTN,RSW,133,36.875
TTN,MSP,153,43.94059406
TTN,PBI,48,71.29411765
TTN,IND,2,24
TTN,DTW,156,44.4
TTN,STL,3,43
TTN,MCO,357,59.16766467
TTN,MDW,44,37.36
TTN,BNA,2,10
TTN,UST,110,38.02040816
TTN,TPA,161,49.67777778
TTN,MKE,2,5
TTN,CLT,234,40.33684211
TTN,ORD,161,52.0754717
ATL,TTN,260,30.19879518
ATL,DEN,641,49.67671233
ATL,ORD,263,52.61413043
ATL,IAD,253,40.71014493
ATL,MCO,230,71.85087719
ATL,CLE,257,40.18709677
ATL,AUS,202,47.83216783
ATL,IND,187,49.6640625
ATL,MIA,207,38.21153846
ATL,PHL,193,28.43333333
ATL,MSP,154,39.24285714
ATL,LGA,153,45.67346939
ATL,CVG,153,63.29411765
ATL,LAX,153,41.09589041
ATL,MSY,153,69.04761905
ATL,LAS,151,54.05617978
PHX,DEN,637,46.41155235
PHX,ORD,258,53.70481928
PHX,SLC,55,30.76923077
PHX,IAH,255,31.89814815
PHX,SFO,258,34.60526316
PHX,CLE,92,43.73846154
PHX,CVG,40,39.40909091
IND,DEN,370,53.24431818
IND,TTN,2,29
IND,ATL,188,27.12962963
MCI,DEN,284,57.36842105
DFW,DEN,750,36.98563218
DFW,MEM,5,21.5
DFW,CLE,18,53.64285714
DFW,CVG,274,47.90756303
MIA,LGA,377,43.53658537
MIA,ORD,271,54.43137255
MIA,IAD,187,25.6056338
MIA,PHL,255,46.1496063
MIA,DEN,309,53.69957082
MIA,ATL,206,44.14285714
SLC,DEN,739,36.42446043
SLC,PHX,55,44.57894737
SLC,ORD,253,56.64754098
OMA,DEN,205,27.40229885
OMA,MCO,37,27.35714286
IAD,MSP,92,34.28571429
IAD,CVG,72,45.70588235
IAD,MIA,187,24.015625
IAD,MCO,304,46.66834171
IAD,ATL,254,48.62121212
IAD,UST,3,18
IAD,TPA,27,26.25
IAD,RSW,85,63
IAD,FLL,81,67.2826087
IAD,STL,3,29.66666667
IAD,LAS,259,48.17532468
IAD,ORD,210,44.92941176
IAD,MEM,70,61.27777778
IAD,CLT,3,61
IAD,DTW,91,38.68571429
IAD,PBI,56,46.43478261
IAD,TTN,1,381
BZN,DEN,155,36.94285714
GEG,DEN,5,226
TPA,DEN,369,47.52459016
TPA,PHL,269,58.43529412
TPA,ORD,107,46.95945946
TPA,IAD,27,30.64285714
TPA,CLE,269,85.04255319
TPA,ILG,34,23.23076923
TPA,TTN,158,59.51111111
RSW,DEN,208,34.14473684
RSW,CLE,283,37.83625731
RSW,TTN,135,37.72413793
RSW,IAD,85,48.54
RSW,STL,55,57.85416667
RSW,MKE,40,27.03333333
RSW,ORD,25,52.14285714
RSW,CVG,153,58.74285714
DEN,DFW,749,34.73873874
DEN,MSP,738,31.15588235
DEN,MCO,632,22.77972028
DEN,PDX,680,35.30737705
DEN,SEA,516,25.83520599
DEN,DCA,798,31.50437318
DEN,SFO,789,33.40722892
DEN,LAS,1273,32.85283019
DEN,LAX,713,28.38081395
DEN,SAN,636,28.19771863
DEN,SNA,647,27.66829268
DEN,SLC,752,34.33235294
DEN,MDW,6,54.5
DEN,MCI,286,38.84126984
DEN,MSY,280,29.2109375
DEN,CLE,299,20.29230769
DEN,ATL,639,28.26153846
DEN,PHX,640,29.25167785
DEN,ORD,593,28.49357326
DEN,CVG,237,22.54954955
DEN,MOT,3,16
DEN,AUS,507,26.38034188
DEN,IAH,508,36.57400722
DEN,MKE,383,28.83798883
DEN,PHF,3,17
DEN,SBA,3,16
DEN,TYS,76,18.5
DEN,DTW,225,21.64772727
DEN,PSP,4,21
DEN,FSD,141,35.45714286
DEN,BNA,263,20.12621359
DEN,BMI,3,10
DEN,OKC,53,33.82142857
DEN,FAR,54,57.27586207
DEN,MSN,162,40.03389831
DEN,IND,364,24.81428571
DEN,STL,225,38.72413793
DEN,OMA,205,36.21296296
DEN,IDA,2,21
DEN,BZN,154,36.5
DEN,GEG,3,87.33333333
DEN,MIA,310,27.1826087
DEN,PBI,60,18.5
DEN,RSW,205,23.44827586
DEN,TPA,372,24.34868421
DEN,FAT,2,0
DEN,DSM,139,30.1372549
DEN,BIS,75,26.4137931
DEN,MDT,2,59
DEN,GSO,99,16.04347826
DEN,MEM,232,29.95555556
DEN,CID,75,39
DEN,MSO,63,30.60869565
DEN,LGA,204,53.55263158
DEN,RDU,111,12.30555556
LAS,DEN,1270,44.18625678
LAS,CLE,388,36.54301075
LAS,IAD,254,44.37795276
LAS,ORD,325,50.23030303
LAS,CVG,340,60.50236967
LAS,STL,189,48.45121951
LAS,ATL,155,53.54098361
LAS,MCO,154,36.11904762
LAS,AUS,154,26.29411765
SNA,DEN,648,29.49122807
MCO,DEN,627,53.40909091
MCO,MDT,85,47.6
MCO,PHL,529,49.94578313
MCO,CLE,516,38.87686567
MCO,ILG,61,53.14634146
MCO,IAD,304,46.23584906
MCO,ATL,230,52.76851852
MCO,ORD,300,52.78414097
MCO,TTN,355,63.3622449
MCO,CVG,233,45.49295775
MCO,BMI,33,65.88
MCO,OMA,37,38
MCO,MSN,16,113.4
MCO,STL,138,44.10843373
MCO,MKE,42,32.375
MCO,LAS,153,33.43421053
DCA,DEN,799,36.44011976
CVG,FLL,205,36.43333333
CVG,IAD,72,88.45454545
CVG,TTN,3,29
CVG,DEN,238,75.57142857
CVG,DFW,272,46.37190083
CVG,PHX,41,45.5
CVG,MCO,233,54.14876033
CVG,LAS,341,49.25520833
CVG,ATL,153,44.890625
CVG,RSW,154,53.11594203
RDU,TTN,217,48.42222222
RDU,CLE,133,35.07692308
RDU,ORD,153,56.47619048
RDU,DEN,111,25.34883721
FLL,CLE,136,72.09230769
FLL,CVG,205,38.43529412
FLL,TTN,193,97.24590164
FLL,IAD,79,59.2037037
FLL,STL,48,46.13043478
LGA,MIA,382,50.95454545
LGA,DEN,202,44.80733945
LGA,ATL,153,47.5
PDX,DEN,677,35.07272727
LAX,DEN,712,40.51481481
LAX,ORD,164,35.30952381
LAX,ATL,153,24.19753086
MDT,MCO,85,57.13333333
MDT,DEN,2,72.5
SAN,DEN,635,31.23611111
MEM,DFW,5,23.2
MEM,IAD,71,65.45833333
MEM,DEN,232,46.63013699
MDW,DEN,6,45.83333333
MDW,TTN,44,51.21212121
MSY,DEN,278,47.17567568
MSY,ATL,154,41.1686747
MOT,DEN,3,9
AUS,DEN,504,41.85806452
AUS,ATL,202,18.3452381
AUS,ORD,163,41.66666667
AUS,LAS,154,32.04347826
STL,IAD,3,6
STL,TTN,3,47.5
STL,DEN,225,51.36781609
STL,RSW,54,101.45
STL,MCO,138,23.19354839
STL,LAS,188,41.2
STL,FLL,48,45.2
SBA,DEN,3,36
PSP,DEN,4,21
ILG,MCO,61,66.38709677
ILG,TPA,34,44.27272727
FSD,DEN,141,43.49333333
UST,IAD,3,9.5
UST,TTN,107,38.21153846
BNA,DEN,263,36.45783133
BNA,TTN,2,18
PHF,DEN,2,39
OKC,DEN,52,45.73076923
FAR,DEN,54,83.22727273
BMI,DEN,3,34
BMI,MCO,33,55.11111111
TYS,DEN,76,33.74193548
DTW,TTN,156,46.80769231
DTW,DEN,223,40.94174757
DTW,IAD,91,43.68571429
PBI,TTN,48,43.11764706
PBI,DEN,60,24.72413793
PBI,IAD,56,36.40540541
IDA,DEN,2,0
FAT,DEN,2,39
DSM,DEN,139,35.90566038
BIS,DEN,75,36.36363636
CLT,IAD,3,32.5
CLT,TTN,231,37.84137931
CLT,PHL,200,30.07476636
GSO,DEN,99,33.14285714
CID,DEN,75,49.16129032
SFO,DEN,942,32.68421053
SFO,ATL,355,25.97938144
SFO,LAS,1597,33.98897638
SFO,LAX,2302,37.48377282
SFO,MKE,318,24.04950495
SFO,SAN,1896,37.08659218
SFO,SNA,1540,25.63522013
SFO,STL,273,28.4
SFO,MDW,638,28.43939394
SFO,PHX,1182,31.64940239
SFO,DAL,267,28.6375
BOS,BWI,2199,34.40740741
BOS,ATL,765,33.06497175
BOS,MDW,1113,35.50961538
BOS,DEN,540,36.15853659
BOS,BNA,504,37.40441176
BOS,MKE,473,33.91836735
BOS,HOU,468,44.44871795
BOS,STL,543,32.44583333
BOS,MCI,487,26.63522013
BOS,CAK,293,57.39285714
BOS,PHX,2,0
BOS,RSW,5,8.5
BOS,MCO,22,56.08333333
BOS,IND,181,47.03030303
BOS,CMH,98,50.94736842
BOS,DAL,53,7.888888889
LAS,BWI,1086,35.21609195
LAS,HOU,1146,27.24583333
LAS,SNA,1991,18.9508982
LAS,BUR,2518,26.27010924
LAS,DAL,1074,30.9394572
LAS,SAT,1045,28.4362851
LAS,MKE,856,31.58223684
LAS,BOI,534,21.02380952
LAS,MDW,2209,28.00232019
LAS,PHX,2737,29.1878287
LAS,CMH,498,27.27071823
LAS,ABQ,1029,24.37086093
LAS,MCO,535,23.66153846
LAS,OMA,716,29.12987013
LAS,AUS,809,24.99442897
LAS,PDX,1012,27.53132832
LAS,BNA,713,31.05536332
LAS,SLC,1431,27.6751497
LAS,GEG,526,23.24193548
LAS,SFO,1613,36.75488918
LAS,AMA,273,21.10588235
LAS,MCI,1045,30.45305164
LAS,ATL,900,24.13180516
LAS,ONT,1106,31.64484452
LAS,IND,720,33.10588235
LAS,PIT,491,23.29447853
LAS,RDU,271,28.12068966
LAS,SAN,2797,26.49611856
LAS,TPA,509,31.24701195
LAS,SJC,2267,27.40708915
LAS,ELP,530,29.78707224
LAS,RNO,2634,27.71716102
LAS,DEN,2143,31.53349001
LAS,OAK,2277,29.46206116
LAS,OKC,537,34.31060606
LAS,FNT,271,38.78181818
LAS,TUS,893,26.13908873
LAS,MSY,529,29.62135922
LAS,SMF,2021,28.58866104
LAS,LAX,2761,29.60403082
LAS,MAF,451,26.52765957
LAS,ICT,273,29.3
LAS,SEA,997,29.79642058
LAS,DSM,273,27.62857143
LAS,DTW,273,30.34313725
LAS,BHM,273,16.80165289
LAS,FLL,271,29.29861111
LAS,LIT,270,27.41904762
LAS,STL,998,26.63428571
LAS,PHL,263,39.94915254
LAS,ALB,213,38.38
LAS,IAD,268,36.78409091
LAS,LBB,270,32.12068966
LAS,SDF,278,33.53543307
LAS,BUF,483,25.3
LAS,TUL,271,28.92
LAS,CLE,181,55.40229885
LAS,BDL,206,41.94
LAS,JAX,123,26.16949153
LAS,MHT,9,0
ABQ,HOU,753,26.67753623
ABQ,DAL,1279,27.89883914
ABQ,PHX,1582,27.29369798
ABQ,SAN,502,27.83636364
ABQ,MDW,520,30.12568306
ABQ,LAX,740,25.83277592
ABQ,LAS,1028,29.65294118
ABQ,PDX,174,17.10416667
ABQ,OAK,647,31.31034483
ABQ,MCI,258,29.42268041
ABQ,SEA,73,35.3030303
ABQ,DEN,753,30.23791822
ABQ,BWI,438,28.41520468
ABQ,MCO,97,33.88235294
PHX,SLC,1548,27.6407767
PHX,BWI,678,23.43579767
PHX,MDW,1847,25.10331126
PHX,DAL,1163,28.06666667
PHX,ATL,531,21.63533835
PHX,HOU,1148,24.11876076
PHX,SJC,1323,28.70458404
PHX,DEN,2439,27.84273319
PHX,SEA,994,26.78961039
PHX,PDX,828,25.70679012
PHX,LAS,2744,25.9829932
PHX,SAN,2721,25.67436109
PHX,ELP,1014,25.3875969
PHX,LIT,271,18.49122807
PHX,RDU,204,19.77272727
PHX,SAT,795,29.9481982
PHX,SDF,273,18.81318681
PHX,IND,480,47.21076233
PHX,MCO,290,33.48837209
PHX,MSY,333,20.95652174
PHX,LAX,2236,29.27754056
PHX,TPA,306,30.40689655
PHX,MKE,642,24.78091873
PHX,EWR,267,52.52873563
PHX,BNA,604,27.20062696
PHX,PHL,268,43.78640777
PHX,CLE,273,30.30215827
PHX,ONT,1533,29.01717791
PHX,SFO,1192,32.69981917
PHX,SMF,1284,29.47275923
PHX,BUR,1499,24.9807074
PHX,OMA,471,25.64361702
PHX,SNA,1767,17.56240822
PHX,OAK,1427,29.15635739
PHX,RNO,518,28.52525253
PHX,MSP,617,28.76595745
PHX,OKC,532,25.80392157
PHX,AUS,1010,25.3340249
PHX,GEG,271,21.63157895
PHX,ABQ,1564,22.0060241
PHX,MCI,826,24.82619647
PHX,TUL,467,28.92075472
PHX,STL,872,24.06933333
PHX,PIT,280,25.56603774
PHX,BOI,272,19.30327869
PHX,CMH,352,37.40425532
PHX,DTW,417,30.99502488
PHX,BUF,271,34.9261745
PHX,FLL,214,20.44444444
PHX,BOS,2,93.5
PHX,MHT,0,0
PIT,FLL,358,47.89285714
PIT,MCO,1215,44.51928783
PIT,RSW,368,33.01030928
PIT,LAS,493,23.12173913
PIT,BNA,270,25.44736842
PIT,DEN,335,30.75
PIT,MDW,1408,27.25345622
PIT,BWI,739,28.01731602
PIT,PHX,280,20.15625
PIT,TPA,705,34.71022727
PIT,HOU,262,30.38372093
PIT,ATL,539,25.64666667
PIT,PBI,5,22
PIT,DAL,53,27
PVD,BWI,1987,30.55521472
PVD,MCO,1088,44.97891566
PVD,FLL,367,33.39285714
PVD,TPA,540,29.2147651
PVD,MDW,686,24.56398104
PVD,RSW,48,38.57142857
PVD,PBI,32,26.25
GEG,DEN,521,25.2920354
GEG,LAS,524,22.66473988
GEG,PHX,273,18.54098361
GEG,BOI,473,32.96240602
GEG,OAK,526,39.75862069
GEG,MDW,62,34.36363636
SAT,STL,497,24.06077348
SAT,ATL,520,23.94285714
SAT,BWI,653,31.30290456
SAT,BNA,449,17.18181818
SAT,ELP,682,28.9017094
SAT,LAS,1043,25.35658915
SAT,PHX,781,21.16877637
SAT,DAL,2471,24.67139959
SAT,LAX,514,35.15425532
SAT,HOU,1046,25.42364532
SAT,SAN,515,27.6954023
SAT,MCO,423,26.49390244
SAT,TPA,262,26.90909091
SAT,MDW,559,24.3776824
SAT,DEN,674,30.60621762
SAT,MSY,175,33.76470588
ONT,DEN,508,28.13065327
ONT,MDW,261,23.26086957
ONT,OAK,1730,29.44242424
ONT,SJC,1081,24.8296837
ONT,PHX,1515,23.98474341
ONT,LAS,1101,26.97078652
ONT,SMF,1644,31.64069952
CMH,ATL,542,34.75714286
CMH,FLL,240,38.89230769
CMH,TPA,542,29.92307692
CMH,RSW,407,38.19753086
CMH,LAS,501,27.61184211
CMH,STL,486,34.32317073
CMH,DEN,338,41.19672131
CMH,MDW,1518,34.01470588
CMH,BWI,1162,34.22115385
CMH,MCO,855,44.15354331
CMH,PHX,353,33.86666667
CMH,BNA,501,34.8137931
CMH,DCA,176,34
CMH,DAL,175,38.40740741
CMH,OAK,53,82.33333333
CMH,BOS,99,27.39130435
HOU,ATL,1588,27.25644505
HOU,PHX,1149,28.30964467
HOU,MCO,1089,33.0880829
HOU,MDW,1640,28.46808511
HOU,HRL,1256,28.34375
HOU,SAT,1057,25.77365492
HOU,SAN,557,30.39613527
HOU,LAX,1250,28.54032258
HOU,DAL,4996,29.28956676
HOU,OAK,510,29.45454545
HOU,SNA,322,22.38938053
HOU,OKC,962,26.6318408
HOU,LAS,1180,32.26384365
HOU,IND,450,33.90909091
HOU,MSY,2473,28.4476386
HOU,PIT,263,33.0625
HOU,ECP,375,22.75151515
HOU,FLL,543,29.7244898
HOU,TPA,776,29.97209302
HOU,ABQ,768,29.68867925
HOU,CRP,1014,29.91964286
HOU,DEN,1420,33.66978923
HOU,DCA,987,25.43410853
HOU,AUS,1011,27.9688716
HOU,STL,971,28.95490716
HOU,EWR,681,48.2080292
HOU,LGA,725,35.49722222
HOU,GSP,263,24.95625
HOU,BOS,476,31.40552995
HOU,BWI,810,35.28093645
HOU,ELP,723,28.25076453
HOU,TUL,735,30.97460317
HOU,BNA,984,25.75
HOU,CLT,314,32.71511628
HOU,MAF,945,30.53865979
HOU,PNS,269,25.95364238
HOU,MEM,507,31.92808219
HOU,CHS,277,27.17857143
HOU,JAX,301,30.29444444
HOU,MCI,496,29.74879227
HOU,BHM,495,26.22535211
HOU,RDU,394,28.99502488
HOU,SJU,30,18.46666667
HOU,RSW,18,30.1
HOU,SEA,147,42.19444444
HOU,PDX,63,42.2
HOU,SLC,9,30
SAN,BWI,572,25.95477387
SAN,MDW,975,23.41641337
SAN,DAL,543,27.27027027
